STOPNUM,LINE,DIR,STOPNAME,LAT,LONG,geometry
1,265,S,Paramount / Slauson,33.973248,-118.113113,POINT (-118.113113 33.973248)
3,35,N,Jefferson / 10th,34.025471,-118.328402,POINT (-118.328402 34.025471)
6,53,N,120th / Augustus F Hawkins,33.924696,-118.242222,POINT (-118.242222 33.924696)
6,120,W,120th / Augustus F Hawkins,33.924696,-118.242222,POINT (-118.242222 33.924696)
6,55,N,120th / Augustus F Hawkins,33.924696,-118.242222,POINT (-118.242222 33.924696)
6,53,S,120th / Augustus F Hawkins,33.924696,-118.242222,POINT (-118.242222 33.924696)
7,53,N,120th / Martin Luther King Hospital,33.924505,-118.240369,POINT (-118.240369 33.924505)
7,120,E,120th / Martin Luther King Hospital,33.924505,-118.240369,POINT (-118.240369 33.924505)
7,55,S,120th / Martin Luther King Hospital,33.924505,-118.240369,POINT (-118.240369 33.924505)
12,162,E,15054 Sherman Way,34.201075,-118.461953,POINT (-118.461953 34.201075)
16,96,N,Riverside / Los Feliz,34.116932,-118.271486,POINT (-118.271486 34.116932)
18,106,S,1st / Eastern,34.036881,-118.173232,POINT (-118.173232 34.036881)
19,665,S,Indiana / Olympic,34.018999,-118.192361,POINT (-118.192361 34.018999)
25,62,N,226th / Norwalk,33.823987,-118.072255,POINT (-118.072255 33.823987)
25,62,S,226th / Norwalk,33.823987,-118.072255,POINT (-118.072255 33.823987)
29,33,E,2nd / Santa Monica,34.015028,-118.497346,POINT (-118.497346 34.015028)
31,16,E,3rd / Gardner,34.07024,-118.353264,POINT (-118.353264 34.07024)
33,236,N,Balboa / Foothill West Jog,34.322084,-118.495243,POINT (-118.495243 34.322084)
38,4,E,5th / Colorado,34.013884,-118.490199,POINT (-118.490199 34.013884)
38,720,W,5th / Colorado,34.013884,-118.490199,POINT (-118.490199 34.013884)
38,720,E,5th / Colorado,34.013884,-118.490199,POINT (-118.490199 34.013884)
38,20,W,5th / Colorado,34.013884,-118.490199,POINT (-118.490199 34.013884)
38,20,E,5th / Colorado,34.013884,-118.490199,POINT (-118.490199 34.013884)
38,4,W,5th / Colorado,34.013884,-118.490199,POINT (-118.490199 34.013884)
40,10,W,Hill / 5th,34.048591,-118.251764,POINT (-118.251764 34.048591)
40,94,N,Hill / 5th,34.048591,-118.251764,POINT (-118.251764 34.048591)
40,81,N,Hill / 5th,34.048591,-118.251764,POINT (-118.251764 34.048591)
40,28,E,Hill / 5th,34.048591,-118.251764,POINT (-118.251764 34.048591)
42,18,W,6th / Burlington,34.057874,-118.270776,POINT (-118.270776 34.057874)
47,234,N,7th / Maclay,34.29398,-118.427206,POINT (-118.427206 34.29398)
49,205,S,7th / Patton,33.737857,-118.305722,POINT (-118.305722 33.737857)
51,115,W,St Bernard High School,33.953203,-118.433316,POINT (-118.433316 33.953203)
55,14,N,Adams / Fairfax,34.032361,-118.370491,POINT (-118.370491 34.032361)
56,14,N,Adams / Vermont,34.032672,-118.291204,POINT (-118.291204 34.032672)
57,108,E,California Yacht Club,33.983634,-118.445893,POINT (-118.445893 33.983634)
59,108,E,Admiralty / Marina City,33.985213,-118.452716,POINT (-118.452716 33.985213)
60,108,E,Admiralty / Bali,33.981822,-118.441618,POINT (-118.441618 33.981822)
62,108,E,Admiralty / Palawan,33.983291,-118.45741,POINT (-118.45741 33.983291)
63,161,E,Agoura / La Venta,34.14895,-118.822087,POINT (-118.822087 34.14895)
65,161,W,Agoura / Lost Hills,34.13941,-118.708608,POINT (-118.708608 34.13941)
68,182,E,Fletcher / Estara,34.118151,-118.240922,POINT (-118.240922 34.118151)
69,224,S,Lankershim / San Fernando,34.23318,-118.387941,POINT (-118.387941 34.23318)
70,487,E,El Monte Busway Layover,34.05449,-118.237358,POINT (-118.237358 34.05449)
70,487,W,El Monte Busway Layover,34.05449,-118.237358,POINT (-118.237358 34.05449)
73,76,W,Alameda / Arcadia,34.054387,-118.237945,POINT (-118.237945 34.054387)
77,611,C,Alamo / 60th,33.983122,-118.174562,POINT (-118.174562 33.983122)
78,611,C,Alamo / Gage,33.977059,-118.175513,POINT (-118.175513 33.977059)
79,611,C,Alamo / Randolph,33.980041,-118.175021,POINT (-118.175021 33.980041)
85,267,N,Allen / Colorado,34.14627,-118.11301,POINT (-118.11301 34.14627)
86,267,N,Allen / Washington,34.169413,-118.112873,POINT (-118.112873 34.169413)
87,603,N,Allesandro / Baxter,34.092443,-118.25652,POINT (-118.25652 34.092443)
88,603,S,Allesandro / Ewing,34.090867,-118.258365,POINT (-118.258365 34.090867)
89,603,S,Allesandro / Oak Glen,34.093765,-118.25518,POINT (-118.25518 34.093765)
90,603,N,Allesandro / Sunflower,34.098924,-118.250608,POINT (-118.250608 34.098924)
91,603,S,Allesandro / Whitmore,34.095807,-118.253554,POINT (-118.253554 34.095807)
92,127,W,Alondra / Clark,33.889437,-118.133777,POINT (-118.133777 33.889437)
93,127,E,Alondra / Stevens,33.889199,-118.130334,POINT (-118.130334 33.889199)
93,128,E,Alondra / Stevens,33.889199,-118.130334,POINT (-118.130334 33.889199)
99,14,N,Olive / Olympic,34.042134,-118.259555,POINT (-118.259555 34.042134)
99,78,E,Olive / Olympic,34.042134,-118.259555,POINT (-118.259555 34.042134)
101,111,E,Arbor Vitae / Aviation,33.952558,-118.376535,POINT (-118.376535 33.952558)
102,111,E,Arbor Vitae / Bellanca,33.952556,-118.380024,POINT (-118.380024 33.952556)
104,158,E,Arleta / Branford,34.236151,-118.419952,POINT (-118.419952 34.236151)
108,158,E,Arleta / Kagel Canyon,34.245095,-118.429421,POINT (-118.429421 34.245095)
110,158,E,Arleta / Osborne,34.24181,-118.425943,POINT (-118.425943 34.24181)
111,158,E,Arleta / Pierce,34.250737,-118.435393,POINT (-118.435393 34.250737)
112,158,E,Arleta / Terra Bella,34.247767,-118.432251,POINT (-118.432251 34.247767)
115,162,E,Sherman Way / Oakdale,34.200887,-118.5668,POINT (-118.5668 34.200887)
117,209,S,Arlington / Martin Luther King Jr,34.011005,-118.318354,POINT (-118.318354 34.011005)
118,209,N,5112 Arlington,33.996478,-118.318035,POINT (-118.318035 33.996478)
126,209,N,Arlington / 39th,34.014466,-118.318116,POINT (-118.318116 34.014466)
127,209,S,Arlington / 42nd,34.007395,-118.318344,POINT (-118.318344 34.007395)
128,209,N,Arlington / 48th,33.999897,-118.318018,POINT (-118.318018 33.999897)
136,92,N,Temple / Hill,34.056449,-118.244214,POINT (-118.244214 34.056449)
138,78,E,Woodward / Garfield,34.09767,-118.128291,POINT (-118.128291 34.09767)
138,78,W,Woodward / Garfield,34.09767,-118.128291,POINT (-118.128291 34.09767)
139,761,N,Van Nuys / Arleta,34.254079,-118.438336,POINT (-118.438336 34.254079)
141,211,N,Artesia / Amie,33.872706,-118.348037,POINT (-118.348037 33.872706)
141,344,N,Artesia / Amie,33.872706,-118.348037,POINT (-118.348037 33.872706)
144,232,S,Pacific Coast Highway / Artesia,33.872521,-118.395476,POINT (-118.395476 33.872521)
146,232,N,Nash / Mariposa Station,33.923223,-118.387541,POINT (-118.387541 33.923223)
146,232,S,Nash / Mariposa Station,33.923223,-118.387541,POINT (-118.387541 33.923223)
147,211,N,Artesia / Hawthorne,33.872703,-118.352026,POINT (-118.352026 33.872703)
147,344,N,Artesia / Hawthorne,33.872703,-118.352026,POINT (-118.352026 33.872703)
148,344,N,Artesia / Prairie,33.872712,-118.344048,POINT (-118.344048 33.872712)
149,60,N,Artesia / Susana,33.874144,-118.206787,POINT (-118.206787 33.874144)
149,260,N,Artesia / Susana,33.874144,-118.206787,POINT (-118.206787 33.874144)
150,344,N,Artesia / Yukon,33.87272,-118.335298,POINT (-118.335298 33.87272)
152,158,E,Chatsworth Station,34.253716,-118.598806,POINT (-118.598806 34.253716)
152,244,S,Chatsworth Station,34.253716,-118.598806,POINT (-118.598806 34.253716)
152,244,N,Chatsworth Station,34.253716,-118.598806,POINT (-118.598806 34.253716)
152,167,W,Chatsworth Station,34.253716,-118.598806,POINT (-118.598806 34.253716)
152,167,E,Chatsworth Station,34.253716,-118.598806,POINT (-118.598806 34.253716)
152,158,W,Chatsworth Station,34.253716,-118.598806,POINT (-118.598806 34.253716)
157,260,N,Atlantic / 68th,33.878061,-118.185861,POINT (-118.185861 33.878061)
158,260,N,Atlantic / Bell,33.974667,-118.187296,POINT (-118.187296 33.974667)
159,224,S,Lankershim / Chandler,34.168609,-118.377003,POINT (-118.377003 34.168609)
160,158,W,Woodman / Moorpark,34.150638,-118.431078,POINT (-118.431078 34.150638)
161,260,N,Atlantic / Martin Luther King Jr,33.921381,-118.187199,POINT (-118.187199 33.921381)
162,260,N,Atlantic / Patata,33.955836,-118.183883,POINT (-118.183883 33.955836)
162,611,C,Atlantic / Patata,33.955836,-118.183883,POINT (-118.183883 33.955836)
163,117,E,Atlantic / Abbott,33.933707,-118.182576,POINT (-118.182576 33.933707)
163,260,S,Atlantic / Abbott,33.933707,-118.182576,POINT (-118.182576 33.933707)
164,260,N,Atlantic / Agnes,33.914194,-118.190169,POINT (-118.190169 33.914194)
165,260,N,Atlantic / Arlington,33.906704,-118.193283,POINT (-118.193283 33.906704)
166,260,S,Atlantic / Beechwood,33.925698,-118.185732,POINT (-118.185732 33.925698)
167,260,N,Atlantic / Carlin,33.910166,-118.191828,POINT (-118.191828 33.910166)
168,260,N,Atlantic / Cecelia,33.958259,-118.184687,POINT (-118.184687 33.958259)
168,611,C,Atlantic / Cecelia,33.958259,-118.184687,POINT (-118.184687 33.958259)
169,260,N,Atlantic / Clara,33.965883,-118.186841,POINT (-118.186841 33.965883)
170,260,N,Atlantic / Cortland,33.919017,-118.188167,POINT (-118.188167 33.919017)
172,260,N,Atlantic / Artesia,33.874656,-118.185962,POINT (-118.185962 33.874656)
173,260,N,Atlantic / Elizabeth,33.963502,-118.186238,POINT (-118.186238 33.963502)
176,115,W,Rayo / Southern,33.946568,-118.179775,POINT (-118.179775 33.946568)
177,260,N,Atlantic / Firestone,33.951502,-118.182806,POINT (-118.182806 33.951502)
178,260,N,Atlantic / Florence,33.970064,-118.187849,POINT (-118.187849 33.970064)
179,260,N,Atlantic / Gage,33.978273,-118.186756,POINT (-118.186756 33.978273)
180,117,W,Atlantic / Imperial,33.930958,-118.183258,POINT (-118.183258 33.930958)
180,260,N,Atlantic / Imperial,33.930958,-118.183258,POINT (-118.183258 33.930958)
182,117,E,Atlantic / Michigan,33.939083,-118.181964,POINT (-118.181964 33.939083)
182,260,S,Atlantic / Michigan,33.939083,-118.181964,POINT (-118.181964 33.939083)
183,260,N,Atlantic / Randolph,33.981187,-118.186311,POINT (-118.186311 33.981187)
184,260,N,Atlantic / Santa Ana,33.961164,-118.185653,POINT (-118.185653 33.961164)
185,260,N,Atlantic / Southern,33.946506,-118.180935,POINT (-118.180935 33.946506)
186,260,N,Atlantic / Southern Pl,33.948813,-118.181801,POINT (-118.181801 33.948813)
187,117,E,Atlantic / Tenaya,33.936417,-118.182262,POINT (-118.182262 33.936417)
187,260,S,Atlantic / Tenaya,33.936417,-118.182262,POINT (-118.182262 33.936417)
188,260,N,Atlantic / Tweedy,33.941403,-118.181349,POINT (-118.181349 33.941403)
189,117,E,Atlantic / Tweedy,33.941034,-118.181721,POINT (-118.181721 33.941034)
189,260,S,Atlantic / Tweedy,33.941034,-118.181721,POINT (-118.181721 33.941034)
190,260,N,Atlantic / 52nd,33.992441,-118.183667,POINT (-118.183667 33.992441)
190,611,C,Atlantic / 52nd,33.992441,-118.183667,POINT (-118.183667 33.992441)
191,260,N,Atlantic / 55th,33.990831,-118.184834,POINT (-118.184834 33.990831)
191,611,C,Atlantic / 55th,33.990831,-118.184834,POINT (-118.184834 33.990831)
192,260,N,Atlantic / 6th,34.025125,-118.155677,POINT (-118.155677 34.025125)
193,260,N,Atlantic / Bandini,33.998246,-118.174802,POINT (-118.174802 33.998246)
194,260,N,Atlantic / Slauson,33.987409,-118.185368,POINT (-118.185368 33.987409)
194,611,C,Atlantic / Slauson,33.987409,-118.185368,POINT (-118.185368 33.987409)
196,761,N,Van Nuys / Laurel Canyon,34.259152,-118.431406,POINT (-118.431406 34.259152)
198,761,S,Van Nuys / Burbank,34.171856,-118.448904,POINT (-118.448904 34.171856)
199,233,S,Van Nuys / Victory,34.186398,-118.448807,POINT (-118.448807 34.186398)
199,761,S,Van Nuys / Victory,34.186398,-118.448807,POINT (-118.448807 34.186398)
200,761,S,Van Nuys / Vanowen,34.193658,-118.448823,POINT (-118.448823 34.193658)
201,51,N,Avalon / 169th,33.878977,-118.264779,POINT (-118.264779 33.878977)
202,205,N,Del Amo / Tajauta,33.846675,-118.24337,POINT (-118.24337 33.846675)
203,246,N,Avalon / 228th,33.819107,-118.263539,POINT (-118.263539 33.819107)
204,51,N,Avalon / Albertoni,33.871717,-118.265968,POINT (-118.265968 33.871717)
205,246,N,Avalon / Bayport,33.815007,-118.263708,POINT (-118.263708 33.815007)
206,246,N,Avalon / Carson Mall,33.843495,-118.263017,POINT (-118.263017 33.843495)
207,761,S,Van Nuys / Keswick,34.209983,-118.448917,POINT (-118.448917 34.209983)
208,62,S,Olympic / Mirasol,34.01869,-118.19966,POINT (-118.19966 34.01869)
209,205,N,7th / Butte,33.738001,-118.306304,POINT (-118.306304 33.738001)
210,158,E,Van Nuys / Woodman,34.246982,-118.448521,POINT (-118.448521 34.246982)
210,761,S,Van Nuys / Woodman,34.246982,-118.448521,POINT (-118.448521 34.246982)
210,158,W,Van Nuys / Woodman,34.246982,-118.448521,POINT (-118.448521 34.246982)
212,246,N,Avalon / Idabell,33.810786,-118.263866,POINT (-118.263866 33.810786)
213,51,S,Avalon / Martin Luther King Jr,34.01087,-118.265404,POINT (-118.265404 34.01087)
214,761,S,Van Nuys / Laurel Canyon,34.258694,-118.43248,POINT (-118.43248 34.258694)
215,51,S,Avalon / Vernon,34.004085,-118.265376,POINT (-118.265376 34.004085)
218,222,N,Hollywood Way / Oak,34.157505,-118.341766,POINT (-118.341766 34.157505)
220,222,N,Hollywood Way / Burbank,34.174859,-118.34916,POINT (-118.34916 34.174859)
221,162,W,Sherman Way / Laurel Canyon,34.200759,-118.396779,POINT (-118.396779 34.200759)
222,127,W,Compton / Avalon,33.895323,-118.265035,POINT (-118.265035 33.895323)
224,51,N,Avalon / 189th,33.859184,-118.265961,POINT (-118.265961 33.859184)
224,246,N,Avalon / 189th,33.859184,-118.265961,POINT (-118.265961 33.859184)
224,205,S,Avalon / 189th,33.859184,-118.265961,POINT (-118.265961 33.859184)
225,205,N,Del Amo / Tillman,33.846657,-118.253127,POINT (-118.253127 33.846657)
226,205,S,Del Amo / Tillman,33.846867,-118.253806,POINT (-118.253806 33.846867)
228,51,S,Avalon / 103rd,33.94349,-118.265309,POINT (-118.265309 33.94349)
229,51,S,Avalon / 104th,33.941703,-118.265313,POINT (-118.265313 33.941703)
231,51,S,Avalon / 108th,33.938035,-118.265311,POINT (-118.265311 33.938035)
232,51,S,Avalon / 110th,33.935485,-118.265313,POINT (-118.265313 33.935485)
234,162,W,Sherman Way / Albertsons,34.201333,-118.453193,POINT (-118.453193 34.201333)
236,51,S,Avalon / 120th,33.923859,-118.265349,POINT (-118.265349 33.923859)
237,51,S,Avalon / 126th,33.918652,-118.265385,POINT (-118.265385 33.918652)
238,51,S,Avalon / 130th,33.914744,-118.265393,POINT (-118.265393 33.914744)
239,51,S,Avalon / 132nd,33.912931,-118.26541,POINT (-118.26541 33.912931)
240,51,S,Avalon / 135th,33.909306,-118.265415,POINT (-118.265415 33.909306)
241,51,S,Avalon / 138th,33.906561,-118.265429,POINT (-118.265429 33.906561)
243,205,N,Del Amo / Central,33.846668,-118.248194,POINT (-118.248194 33.846668)
244,205,S,Del Amo / Central,33.846919,-118.248853,POINT (-118.248853 33.846919)
245,246,N,Avalon / 213th,33.835649,-118.263535,POINT (-118.263535 33.835649)
246,246,N,Avalon / 220th,33.827722,-118.263514,POINT (-118.263514 33.827722)
247,246,N,Avalon / 223rd,33.824488,-118.26352,POINT (-118.26352 33.824488)
248,51,S,Avalon / 41st,34.009334,-118.265396,POINT (-118.265396 34.009334)
249,51,S,Avalon / 42nd,34.006745,-118.265387,POINT (-118.265387 34.006745)
250,51,S,Avalon / 48th,33.999925,-118.265359,POINT (-118.265359 33.999925)
251,51,S,Avalon / 51st,33.996724,-118.265349,POINT (-118.265349 33.996724)
252,51,S,Avalon / 54th,33.993525,-118.265339,POINT (-118.265339 33.993525)
253,51,S,Avalon / 56th,33.991717,-118.26534,POINT (-118.26534 33.991717)
254,51,S,Avalon / 59th,33.986254,-118.265355,POINT (-118.265355 33.986254)
255,51,S,Avalon / 61st,33.984064,-118.265332,POINT (-118.265332 33.984064)
256,51,S,Avalon / 67th,33.97897,-118.265319,POINT (-118.265319 33.97897)
258,51,S,Avalon / 76th,33.971182,-118.265308,POINT (-118.265308 33.971182)
259,51,S,Avalon / 79th,33.967586,-118.26529,POINT (-118.26529 33.967586)
260,51,S,Avalon / 83rd,33.963903,-118.265278,POINT (-118.265278 33.963903)
261,51,S,Avalon / 87th,33.958196,-118.265273,POINT (-118.265273 33.958196)
262,51,S,Avalon / 88th,33.956286,-118.265277,POINT (-118.265277 33.956286)
264,51,S,Avalon / 92nd,33.953044,-118.265286,POINT (-118.265286 33.953044)
265,51,S,Avalon / 94th,33.950923,-118.265296,POINT (-118.265296 33.950923)
267,90,S,Hill / 3rd,34.05182,-118.24911,POINT (-118.24911 34.05182)
267,94,S,Hill / 3rd,34.05182,-118.24911,POINT (-118.24911 34.05182)
268,51,N,Avalon / Alondra,33.885824,-118.265143,POINT (-118.265143 33.885824)
269,51,N,Avalon / San Pedro,33.888027,-118.265166,POINT (-118.265166 33.888027)
270,246,N,Avalon / Carson,33.831945,-118.263527,POINT (-118.263527 33.831945)
271,205,S,7th / Grand,33.737793,-118.290293,POINT (-118.290293 33.737793)
272,51,S,Avalon / Century,33.945779,-118.26531,POINT (-118.26531 33.945779)
273,51,S,Avalon / Colden,33.949384,-118.265301,POINT (-118.265301 33.949384)
274,51,N,Avalon / Compton,33.895023,-118.265129,POINT (-118.265129 33.895023)
275,205,S,Avalon / Del Amo,33.847817,-118.264634,POINT (-118.264634 33.847817)
275,246,N,Avalon / Del Amo,33.847817,-118.264634,POINT (-118.264634 33.847817)
276,233,N,Van Nuys / Nordhoff,34.235696,-118.450091,POINT (-118.450091 34.235696)
276,761,N,Van Nuys / Nordhoff,34.235696,-118.450091,POINT (-118.450091 34.235696)
277,51,N,Avalon / El Segundo,33.916223,-118.265087,POINT (-118.265087 33.916223)
278,94,S,Hill / 6th,34.047555,-118.253101,POINT (-118.253101 34.047555)
279,51,S,Avalon / El Segundo,33.916566,-118.265392,POINT (-118.265392 33.916566)
280,51,S,Avalon / Florence,33.974911,-118.265319,POINT (-118.265319 33.974911)
281,51,S,Avalon / Gage,33.982196,-118.265323,POINT (-118.265323 33.982196)
282,51,N,Avalon / Gardena,33.882179,-118.264407,POINT (-118.264407 33.882179)
283,51,N,Avalon / Imperial,33.930867,-118.265002,POINT (-118.265002 33.930867)
284,51,S,Avalon / Imperial,33.931223,-118.265313,POINT (-118.265313 33.931223)
285,51,S,Avalon / Manchester,33.960307,-118.265263,POINT (-118.265263 33.960307)
286,51,N,Avalon / Redondo Beach,33.893045,-118.265146,POINT (-118.265146 33.893045)
287,51,S,Avalon / Rosecrans,33.902318,-118.265413,POINT (-118.265413 33.902318)
288,246,N,Avalon / Sepulveda,33.808557,-118.263954,POINT (-118.263954 33.808557)
289,51,S,Avalon / Slauson,33.988683,-118.265376,POINT (-118.265376 33.988683)
291,205,S,Avalon / Elsmere,33.853627,-118.265387,POINT (-118.265387 33.853627)
291,246,N,Avalon / Elsmere,33.853627,-118.265387,POINT (-118.265387 33.853627)
292,51,S,Avalon Station,33.92759,-118.265331,POINT (-118.265331 33.92759)
293,246,N,Avalon / Realty,33.806057,-118.263884,POINT (-118.263884 33.806057)
295,246,N,Avalon / Scottsdale,33.812523,-118.263802,POINT (-118.263802 33.812523)
297,246,N,Avalon / Q,33.795245,-118.263478,POINT (-118.263478 33.795245)
298,51,N,Avalon / Walnut,33.87611,-118.265234,POINT (-118.265234 33.87611)
300,251,N,Ave 26 / Lacy - Lincoln / Cypress Station,34.081798,-118.220131,POINT (-118.220131 34.081798)
301,161,E,Avenue San Luis / Dunman,34.162298,-118.628553,POINT (-118.628553 34.162298)
303,161,W,Avenue San Luis / Valley Circle,34.158817,-118.636354,POINT (-118.636354 34.158817)
304,70,W,East LA College,34.039787,-118.149221,POINT (-118.149221 34.039787)
306,70,E,Avenida Cesar Chavez / Schoolside,34.040063,-118.150602,POINT (-118.150602 34.040063)
307,70,E,Avenida Cesar Chavez / Vancouver,34.040506,-118.156385,POINT (-118.156385 34.040506)
308,70,E,Avenida Cesar Chavez / Westcott,34.040529,-118.153537,POINT (-118.153537 34.040529)
309,70,E,East LA College,34.039619,-118.149488,POINT (-118.149488 34.039619)
312,40,N,Imperial / Aviation,33.930793,-118.378211,POINT (-118.378211 33.930793)
312,120,E,Imperial / Aviation,33.930793,-118.378211,POINT (-118.378211 33.930793)
313,40,S,Aviation / 104th,33.941861,-118.378333,POINT (-118.378333 33.941861)
314,40,S,Aviation / 111th,33.934161,-118.378325,POINT (-118.378325 33.934161)
317,51,S,Avalon / 111th,33.934075,-118.265309,POINT (-118.265309 33.934075)
320,236,N,Balboa / Citronia,34.246496,-118.502283,POINT (-118.502283 34.246496)
321,236,N,Balboa / Roscoe,34.221484,-118.502513,POINT (-118.502513 34.221484)
322,236,N,Balboa / Soccer Fields,34.178452,-118.501007,POINT (-118.501007 34.178452)
323,236,N,Balboa / Tupper,34.239659,-118.502347,POINT (-118.502347 34.239659)
324,236,N,Balboa / San Fernando Mission,34.271849,-118.502048,POINT (-118.502048 34.271849)
324,237,E,Balboa / San Fernando Mission,34.271849,-118.502048,POINT (-118.502048 34.271849)
325,237,E,Burbank / Laurel Canyon,34.172044,-118.396696,POINT (-118.396696 34.172044)
326,236,N,Balboa / Burbank,34.172517,-118.500955,POINT (-118.500955 34.172517)
327,236,N,Balboa / Chatsworth,34.265045,-118.502113,POINT (-118.502113 34.265045)
327,237,E,Balboa / Chatsworth,34.265045,-118.502113,POINT (-118.502113 34.265045)
328,236,N,Balboa / Devonshire,34.257799,-118.502182,POINT (-118.502182 34.257799)
329,236,N,Balboa / Hart,34.197817,-118.500971,POINT (-118.500971 34.197817)
330,236,N,Balboa / Haynes,34.189609,-118.500965,POINT (-118.500965 34.189609)
331,236,S,Balboa / Haynes,34.189058,-118.501269,POINT (-118.501269 34.189058)
332,236,N,Balboa / Index,34.275795,-118.502016,POINT (-118.502016 34.275795)
332,237,E,Balboa / Index,34.275795,-118.502016,POINT (-118.502016 34.275795)
333,236,N,Balboa / Lassen,34.250096,-118.502258,POINT (-118.502258 34.250096)
334,236,N,Balboa / Lorillard,34.283954,-118.501939,POINT (-118.501939 34.283954)
336,236,N,Balboa / Mayall,34.254152,-118.502223,POINT (-118.502223 34.254152)
337,236,N,Balboa / Midwood,34.287433,-118.501907,POINT (-118.501907 34.287433)
338,237,W,Burbank / Lankershim,34.172303,-118.379463,POINT (-118.379463 34.172303)
339,236,N,Balboa / Moorpark,34.1603,-118.500935,POINT (-118.500935 34.1603)
339,236,S,Balboa / Moorpark,34.1603,-118.500935,POINT (-118.500935 34.1603)
340,236,N,Balboa / Parthenia,34.228772,-118.502441,POINT (-118.502441 34.228772)
341,236,N,Balboa / Plummer,34.242808,-118.502313,POINT (-118.502313 34.242808)
342,236,N,Balboa / Rayen,34.231995,-118.502414,POINT (-118.502414 34.231995)
344,236,N,Balboa / San Jose,34.261418,-118.502151,POINT (-118.502151 34.261418)
345,236,N,Balboa / Saticoy,34.208152,-118.50098,POINT (-118.50098 34.208152)
346,236,N,Balboa / Sherman Way,34.201447,-118.500973,POINT (-118.500973 34.201447)
347,236,N,Balboa / Stagg,34.213304,-118.500978,POINT (-118.500978 34.213304)
348,236,N,Balboa / Strathern,34.215818,-118.50098,POINT (-118.50098 34.215818)
349,236,N,Balboa / Tulsa,34.268285,-118.502083,POINT (-118.502083 34.268285)
349,237,E,Balboa / Tulsa,34.268285,-118.502083,POINT (-118.502083 34.268285)
350,236,N,Balboa / Valerio,34.204934,-118.500968,POINT (-118.500968 34.204934)
351,236,N,Balboa / Vanowen,34.194179,-118.500959,POINT (-118.500959 34.194179)
352,236,N,Balboa Blvd / Ventura Fwy,34.170302,-118.500949,POINT (-118.500949 34.170302)
353,236,N,Balboa / Victory,34.186361,-118.500949,POINT (-118.500949 34.186361)
354,268,S,Baldwin / Daines,34.100374,-118.050878,POINT (-118.050878 34.100374)
355,268,S,Baldwin / Garibaldi,34.11159,-118.053141,POINT (-118.053141 34.11159)
356,268,S,Baldwin / La Rosa,34.094727,-118.049742,POINT (-118.049742 34.094727)
357,268,S,Baldwin / Las Tunas,34.107377,-118.052299,POINT (-118.052299 34.107377)
358,268,S,Baldwin / Live Oak,34.104429,-118.0517,POINT (-118.0517 34.104429)
359,268,S,Baldwin / Olive,34.099233,-118.050653,POINT (-118.050653 34.099233)
360,268,S,Baldwin / Camino Real,34.12194,-118.055252,POINT (-118.055252 34.12194)
361,268,S,Baldwin / Duarte,34.12582,-118.055024,POINT (-118.055024 34.12582)
362,268,S,Baldwin / Lemon,34.11875,-118.05458,POINT (-118.05458 34.11875)
363,268,S,Baldwin / Longden,34.115153,-118.053854,POINT (-118.053854 34.115153)
364,230,N,Laurel Canyon / Paxton,34.264744,-118.43824,POINT (-118.43824 34.264744)
369,106,N,Paramount / Montebello,34.034624,-118.091013,POINT (-118.091013 34.034624)
369,287,N,Paramount / Montebello,34.034624,-118.091013,POINT (-118.091013 34.034624)
370,460,E,Beach / 9th,33.8651,-117.99825,POINT (-117.99825 33.8651)
371,460,E,Beach / 11th,33.863102,-117.99823,POINT (-117.99823 33.863102)
375,460,E,Beach / Orangethorpe,33.859211,-117.998181,POINT (-117.998181 33.859211)
376,460,E,Wax Museum,33.851251,-117.998059,POINT (-117.998059 33.851251)
378,910,S,Harbor Beacon Park and Ride,33.746895,-118.280473,POINT (-118.280473 33.746895)
383,92,S,Bellevue / Glendale,34.07045,-118.261138,POINT (-118.261138 34.07045)
384,92,N,Bellevue / Laveta,34.069497,-118.258494,POINT (-118.258494 34.069497)
386,127,E,Bellflower / Arthurdale,33.906448,-118.125167,POINT (-118.125167 33.906448)
387,287,S,San Gabriel / Sierra Bonita,34.049254,-118.090642,POINT (-118.090642 34.049254)
388,127,E,Bellflower / Somerset,33.896869,-118.125149,POINT (-118.125149 33.896869)
389,127,E,Bellflower / Foster,33.910036,-118.125182,POINT (-118.125182 33.910036)
390,127,E,Bellflower / Imperial,33.916843,-118.125229,POINT (-118.125229 33.916843)
392,127,E,Bellflower / Jefferson,33.892868,-118.125127,POINT (-118.125127 33.892868)
393,127,E,Bellflower / Lakewood,33.933285,-118.125319,POINT (-118.125319 33.933285)
394,127,E,Bellflower / Linden,33.891016,-118.125131,POINT (-118.125131 33.891016)
396,127,E,Bellflower / Rosecrans,33.901784,-118.125163,POINT (-118.125163 33.901784)
397,70,E,Cesar E Chavez / Eastern,34.040431,-118.173266,POINT (-118.173266 34.040431)
398,127,E,Bellflower / Stewart and Gray,33.927628,-118.125251,POINT (-118.125251 33.927628)
399,127,E,Bellflower / Washburn,33.924171,-118.125243,POINT (-118.125243 33.924171)
404,14,N,Beverly / Hobart,34.076396,-118.305879,POINT (-118.305879 34.076396)
405,233,S,Van Nuys / Sherman Way,34.200805,-118.448874,POINT (-118.448874 34.200805)
407,14,N,Beverly / Belmont,34.063647,-118.263253,POINT (-118.263253 34.063647)
413,14,N,Beverly / Alvarado,34.066696,-118.270012,POINT (-118.270012 34.066696)
