STOPNUM,LINE,DIR,STOPNAME,LAT,LONG,geometry
3708,33,W,Division 13 Layover,34.056702,-118.230819,POINT (-118.230819 34.056702)
3708,33,E,Division 13 Layover,34.056702,-118.230819,POINT (-118.230819 34.056702)
3708,28,W,Division 13 Layover,34.056702,-118.230819,POINT (-118.230819 34.056702)
3709,60,N,Long Beach / Anaheim,33.782883,-118.189174,POINT (-118.189174 33.782883)
3710,60,S,Artesia / Long Beach,33.874417,-118.203049,POINT (-118.203049 33.874417)
3710,260,S,Artesia / Long Beach,33.874417,-118.203049,POINT (-118.203049 33.874417)
3711,60,N,Long Beach / Artesia,33.874588,-118.202654,POINT (-118.202654 33.874588)
3712,60,N,Long Beach / Barclay,33.867505,-118.200532,POINT (-118.200532 33.867505)
3713,60,N,Long Beach / Bixby,33.827007,-118.189165,POINT (-118.189165 33.827007)
3714,690,W,Olive View UCC,34.323987,-118.453065,POINT (-118.453065 34.323987)
3715,690,E,Olive View UCC,34.32419,-118.453089,POINT (-118.453089 34.32419)
3716,53,S,Central / 6th,34.038656,-118.240145,POINT (-118.240145 34.038656)
3718,60,N,Long Beach / Compton,33.896317,-118.20784,POINT (-118.20784 33.896317)
3719,60,N,Long Beach / Dayman,33.790645,-118.189185,POINT (-118.189185 33.790645)
3720,60,N,Long Beach / Del Amo,33.847031,-118.193781,POINT (-118.193781 33.847031)
3723,60,N,Long Beach / Elm,33.899972,-118.208001,POINT (-118.208001 33.899972)
3724,60,N,Long Beach / Ezmirlian,33.90631,-118.208501,POINT (-118.208501 33.90631)
3726,60,N,Long Beach / Hill,33.797416,-118.189164,POINT (-118.189164 33.797416)
3727,60,N,Long Beach / Market,33.854583,-118.196532,POINT (-118.196532 33.854583)
3729,60,N,Long Beach / Palmer,33.898211,-118.207947,POINT (-118.207947 33.898211)
3730,60,N,Long Beach / Pine,33.910464,-118.208759,POINT (-118.208759 33.910464)
3731,102,E,Florence / Central,33.974646,-118.255839,POINT (-118.255839 33.974646)
3731,111,E,Florence / Central,33.974646,-118.255839,POINT (-118.255839 33.974646)
3733,60,N,Long Beach / Rosecrans,33.903744,-118.208317,POINT (-118.208317 33.903744)
3735,161,E,Canoga / Victory,34.188071,-118.597326,POINT (-118.597326 34.188071)
3736,60,N,Long Beach / San Antonio,33.83483,-118.189288,POINT (-118.189288 33.83483)
3737,161,W,Canoga / Victory,34.188072,-118.597637,POINT (-118.597637 34.188072)
3740,60,N,Long Beach / Wardlow,33.819198,-118.189148,POINT (-118.189148 33.819198)
3741,265,N,Paramount / Alondra,33.889411,-118.159923,POINT (-118.159923 33.889411)
3743,60,N,Long Beach / Willow,33.804645,-118.189062,POINT (-118.189062 33.804645)
3744,40,N,Los Angeles / 1st,34.051697,-118.242117,POINT (-118.242117 34.051697)
3745,40,N,Los Angeles / Temple,34.053599,-118.240594,POINT (-118.240594 34.053599)
3745,106,N,Los Angeles / Temple,34.053599,-118.240594,POINT (-118.240594 34.053599)
3748,662,S,Los Robles / Buckeye,34.160018,-118.141387,POINT (-118.141387 34.160018)
3749,16,E,3rd / Lucas,34.058125,-118.261518,POINT (-118.261518 34.058125)
3750,662,S,Los Robles / Claremont,34.167141,-118.141449,POINT (-118.141449 34.167141)
3752,662,S,Los Robles / Colorado,34.146112,-118.141274,POINT (-118.141274 34.146112)
3756,662,S,Los Robles / Mountain,34.161807,-118.141403,POINT (-118.141403 34.161807)
3757,662,S,Los Robles / Villa,34.154067,-118.141327,POINT (-118.141327 34.154067)
3758,662,S,Los Robles / Orange Grove,34.158089,-118.141377,POINT (-118.141377 34.158089)
3759,662,S,Los Robles / Union,34.147499,-118.14127,POINT (-118.14127 34.147499)
3760,662,S,Los Robles / Walnut,34.149813,-118.141281,POINT (-118.141281 34.149813)
3764,662,S,Los Robles / Jackson,34.16389,-118.141427,POINT (-118.141427 34.16389)
3766,234,N,Maclay / 4th,34.286598,-118.43656,POINT (-118.43656 34.286598)
3767,234,N,Maclay / 5th,34.288725,-118.433655,POINT (-118.433655 34.288725)
3768,234,N,Maclay / Glenoaks,34.291116,-118.430363,POINT (-118.430363 34.291116)
3769,460,E,Magnolia / La Palma,33.847281,-117.975942,POINT (-117.975942 33.847281)
3770,460,E,Magnolia / Woodland,33.849627,-117.975974,POINT (-117.975974 33.849627)
3771,76,E,Main / Daly,34.065864,-118.215093,POINT (-118.215093 34.065864)
3772,94,N,Broadway / San Fernando,34.146892,-118.27095,POINT (-118.27095 34.146892)
3772,501,W,Broadway / San Fernando,34.146892,-118.27095,POINT (-118.27095 34.146892)
3773,76,E,Main / Ann,34.064616,-118.231345,POINT (-118.231345 34.064616)
3776,76,E,Main / Griffin,34.065893,-118.21122,POINT (-118.21122 34.065893)
3778,76,E,Main / Lamar,34.066974,-118.222558,POINT (-118.222558 34.066974)
3779,76,E,Main / Leroy,34.06559,-118.22962,POINT (-118.22962 34.06559)
3780,76,E,Main / Vignes,34.061097,-118.235218,POINT (-118.235218 34.061097)
3782,76,E,Main / Avenue 20,34.065822,-118.218276,POINT (-118.218276 34.065822)
3784,33,E,Main / Temple,34.054147,-118.241375,POINT (-118.241375 34.054147)
3785,76,E,Main / Chavez,34.067637,-118.225324,POINT (-118.225324 34.067637)
3796,182,W,Fletcher / Estara,34.11799,-118.24153,POINT (-118.24153 34.11799)
3798,78,E,Mission / Baldwin,34.070547,-118.198684,POINT (-118.198684 34.070547)
3800,78,E,Mission / Zonal,34.062581,-118.211288,POINT (-118.211288 34.062581)
3800,605,N,Mission / Zonal,34.062581,-118.211288,POINT (-118.211288 34.062581)
3801,78,E,Mission / Lincoln Park,34.067669,-118.202346,POINT (-118.202346 34.067669)
3802,94,S,Broadway / San Fernando,34.14663,-118.271446,POINT (-118.271446 34.14663)
3802,501,E,Broadway / San Fernando,34.14663,-118.271446,POINT (-118.271446 34.14663)
3803,78,E,Mission / Broadway,34.073617,-118.196529,POINT (-118.196529 34.073617)
3804,78,E,740 Mission,34.056418,-118.220338,POINT (-118.220338 34.056418)
3804,106,N,740 Mission,34.056418,-118.220338,POINT (-118.220338 34.056418)
3807,206,N,Normandie / Beverly,34.076075,-118.300274,POINT (-118.300274 34.076075)
3808,206,N,Normandie / Fountain,34.095068,-118.300379,POINT (-118.300379 34.095068)
3809,206,N,Normandie / Hollywood,34.101544,-118.300415,POINT (-118.300415 34.101544)
3810,206,N,Normandie / Maplewood,34.080545,-118.30032,POINT (-118.30032 34.080545)
3811,206,N,Normandie / Melrose,34.083348,-118.300327,POINT (-118.300327 34.083348)
3812,206,N,Normandie / Romaine,34.088407,-118.300351,POINT (-118.300351 34.088407)
3813,206,N,Normandie / Rosewood,34.078891,-118.300304,POINT (-118.300304 34.078891)
3814,206,N,Normandie / Santa Monica,34.090611,-118.300359,POINT (-118.300359 34.090611)
3815,206,N,Normandie / Sunset,34.097909,-118.300392,POINT (-118.300392 34.097909)
3820,246,S,Pacific / Front,33.751154,-118.287415,POINT (-118.287415 33.751154)
3821,246,N,Pacific / 1st,33.743138,-118.28773,POINT (-118.28773 33.743138)
3821,910,N,Pacific / 1st,33.743138,-118.28773,POINT (-118.28773 33.743138)
3825,246,N,Pacific / O'Farrell,33.745892,-118.287713,POINT (-118.287713 33.745892)
3826,246,N,Pacific / Upland,33.749498,-118.28734,POINT (-118.28734 33.749498)
3827,265,N,Paramount / 63rd,33.869039,-118.159781,POINT (-118.159781 33.869039)
3828,265,N,Paramount / 68th,33.878461,-118.159839,POINT (-118.159839 33.878461)
3830,265,N,Paramount / Artesia,33.874905,-118.159829,POINT (-118.159829 33.874905)
3831,265,N,Paramount / South,33.860012,-118.159725,POINT (-118.159725 33.860012)
3832,62,N,Pioneer / 207th,33.842265,-118.081745,POINT (-118.081745 33.842265)
3833,62,S,Pioneer / Centralia,33.838547,-118.082008,POINT (-118.082008 33.838547)
3834,62,S,Pioneer / 215th,33.834387,-118.081964,POINT (-118.081964 33.834387)
3843,617,W,Robertson / Clifton,34.069543,-118.383583,POINT (-118.383583 34.069543)
3845,487,E,Rosemead / Arcadia,34.126327,-118.072949,POINT (-118.072949 34.126327)
3846,266,N,Rosemead / Ardendale,34.119872,-118.072663,POINT (-118.072663 34.119872)
3846,487,E,Rosemead / Ardendale,34.119872,-118.072663,POINT (-118.072663 34.119872)
3848,266,N,Rosemead / Colorado,34.146573,-118.073225,POINT (-118.073225 34.146573)
3849,266,N,Rosemead / Duarte,34.122859,-118.072765,POINT (-118.072765 34.122859)
3849,487,E,Rosemead / Duarte,34.122859,-118.072765,POINT (-118.072765 34.122859)
3850,266,N,Rosemead / Fairview,34.12758,-118.072964,POINT (-118.072964 34.12758)
3850,487,E,Rosemead / Fairview,34.12758,-118.072964,POINT (-118.072964 34.12758)
3851,266,N,Rosemead / Greenwood,34.124843,-118.072905,POINT (-118.072905 34.124843)
3851,487,E,Rosemead / Greenwood,34.124843,-118.072905,POINT (-118.072905 34.124843)
3852,266,S,Rosemead / Fern,34.059201,-118.064445,POINT (-118.064445 34.059201)
3852,287,N,Rosemead / Fern,34.059201,-118.064445,POINT (-118.064445 34.059201)
3854,266,S,Rosemead / Klingerman,34.055583,-118.064443,POINT (-118.064443 34.055583)
3854,287,N,Rosemead / Klingerman,34.055583,-118.064443,POINT (-118.064443 34.055583)
3855,487,E,Rosemead / Longden,34.113818,-118.073467,POINT (-118.073467 34.113818)
3855,266,N,Rosemead / Longden,34.113818,-118.073467,POINT (-118.073467 34.113818)
3856,256,N,Rosemead / Halstead,34.154945,-118.078679,POINT (-118.078679 34.154945)
3857,210,N,Rossmore / Beverly,34.076445,-118.327004,POINT (-118.327004 34.076445)
3859,210,N,Rossmore / Rosewood,34.07881,-118.327122,POINT (-118.327122 34.07881)
3863,242,N,Ventura / Aura,34.172827,-118.554714,POINT (-118.554714 34.172827)
3863,242,S,Ventura / Aura,34.172827,-118.554714,POINT (-118.554714 34.172827)
3865,165,W,San Fernando / Amherst,34.189965,-118.320934,POINT (-118.320934 34.189965)
3865,294,N,San Fernando / Amherst,34.189965,-118.320934,POINT (-118.320934 34.189965)
3866,165,W,San Fernando / Delaware,34.188254,-118.3186,POINT (-118.3186 34.188254)
3866,294,N,San Fernando / Delaware,34.188254,-118.3186,POINT (-118.3186 34.188254)
3867,165,W,San Fernando / Burbank,34.186222,-118.315877,POINT (-118.315877 34.186222)
3867,294,N,San Fernando / Burbank,34.186222,-118.315877,POINT (-118.315877 34.186222)
3868,165,W,San Fernando / Grismer,34.191726,-118.325101,POINT (-118.325101 34.191726)
3868,294,N,San Fernando / Grismer,34.191726,-118.325101,POINT (-118.325101 34.191726)
3871,94,N,San Fernando / Division,34.102194,-118.236879,POINT (-118.236879 34.102194)
3871,90,N,San Fernando / Division,34.102194,-118.236879,POINT (-118.236879 34.102194)
3872,242,N,Ventura / Jumilla,34.17234,-118.56392,POINT (-118.56392 34.17234)
3872,242,S,Ventura / Jumilla,34.17234,-118.56392,POINT (-118.56392 34.17234)
3873,90,N,San Fernando / Edward,34.110793,-118.243187,POINT (-118.243187 34.110793)
3873,94,N,San Fernando / Edward,34.110793,-118.243187,POINT (-118.243187 34.110793)
3875,182,W,Fletcher / San Fernando,34.115055,-118.24577,POINT (-118.24577 34.115055)
3877,90,N,San Fernando / Glendale Fwy,34.11282,-118.243596,POINT (-118.243596 34.11282)
3877,94,N,San Fernando / Glendale Fwy,34.11282,-118.243596,POINT (-118.243596 34.11282)
3879,90,N,San Fernando / Hallett,34.108354,-118.241333,POINT (-118.241333 34.108354)
3879,94,N,San Fernando / Hallett,34.108354,-118.241333,POINT (-118.241333 34.108354)
3882,90,N,San Fernando / Macon,34.100263,-118.235272,POINT (-118.235272 34.100263)
3882,94,N,San Fernando / Macon,34.100263,-118.235272,POINT (-118.235272 34.100263)
3885,90,N,San Fernando / Treadwell,34.119347,-118.250087,POINT (-118.250087 34.119347)
3885,603,N,San Fernando / Treadwell,34.119347,-118.250087,POINT (-118.250087 34.119347)
3885,94,N,San Fernando / Treadwell,34.119347,-118.250087,POINT (-118.250087 34.119347)
3886,90,N,San Fernando / Verdugo,34.104659,-118.238221,POINT (-118.238221 34.104659)
3886,94,N,San Fernando / Verdugo,34.104659,-118.238221,POINT (-118.238221 34.104659)
3887,487,E,San Gabriel / Duarte,34.119728,-118.091112,POINT (-118.091112 34.119728)
3888,487,E,San Gabriel / Colorado,34.146407,-118.094433,POINT (-118.094433 34.146407)
3890,487,E,San Gabriel / Hermosa,34.106107,-118.090882,POINT (-118.090882 34.106107)
3891,487,E,San Gabriel / Las Tunas,34.103678,-118.090853,POINT (-118.090853 34.103678)
3892,487,E,San Gabriel / Longden,34.113339,-118.091009,POINT (-118.091009 34.113339)
3893,487,E,San Gabriel / Garibaldi,34.110344,-118.090953,POINT (-118.090953 34.110344)
3894,487,E,San Gabriel / Walnut,34.147877,-118.094431,POINT (-118.094431 34.147877)
3895,487,E,San Gabriel / Huntington,34.127287,-118.091031,POINT (-118.091031 34.127287)
3897,487,E,San Gabriel / Sheffield,34.116966,-118.091063,POINT (-118.091063 34.116966)
3902,16,E,San Vicente / Santa Monica,34.085273,-118.384174,POINT (-118.384174 34.085273)
3902,105,S,San Vicente / Santa Monica,34.085273,-118.384174,POINT (-118.384174 34.085273)
3913,125,W,Santa Fe / Elm,33.900908,-118.216228,POINT (-118.216228 33.900908)
3916,125,W,Santa Fe / Palmer,33.898471,-118.216057,POINT (-118.216057 33.898471)
3918,125,W,Santa Fe / Rosecrans,33.903112,-118.216396,POINT (-118.216396 33.903112)
3928,251,N,Soto / Sheridan,34.049739,-118.205736,POINT (-118.205736 34.049739)
3928,605,N,Soto / Sheridan,34.049739,-118.205736,POINT (-118.205736 34.049739)
3931,70,E,Spring / Cesar E Chavez,34.057507,-118.240081,POINT (-118.240081 34.057507)
3931,78,E,Spring / Cesar E Chavez,34.057507,-118.240081,POINT (-118.240081 34.057507)
3934,28,W,Spring / Temple,34.055274,-118.242378,POINT (-118.242378 34.055274)
3934,487,W,Spring / Temple,34.055274,-118.242378,POINT (-118.242378 34.055274)
3934,78,W,Spring / Temple,34.055274,-118.242378,POINT (-118.242378 34.055274)
3935,78,E,Spring / Temple,34.054699,-118.242704,POINT (-118.242704 34.054699)
3937,92,S,Temple / Spring,34.054916,-118.242843,POINT (-118.242843 34.054916)
3947,10,E,Temple / Rosemont,34.071082,-118.270888,POINT (-118.270888 34.071082)
3950,251,S,Verdugo / Broadway,34.14598,-118.234795,POINT (-118.234795 34.14598)
3956,90,N,Foothill / Fernglen,34.252231,-118.294276,POINT (-118.294276 34.252231)
3958,180,E,Vermont / Ambrose,34.109809,-118.291638,POINT (-118.291638 34.109809)
3958,217,N,Vermont / Ambrose,34.109809,-118.291638,POINT (-118.291638 34.109809)
3960,204,N,Vermont / Clinton,34.082059,-118.291557,POINT (-118.291557 34.082059)
3961,204,N,Vermont / Hollywood - South,34.09929,-118.291918,POINT (-118.291918 34.09929)
3961,204,S,Vermont / Hollywood - South,34.09929,-118.291918,POINT (-118.291918 34.09929)
3962,180,E,Vermont / Finley,34.107553,-118.291636,POINT (-118.291636 34.107553)
3962,217,N,Vermont / Finley,34.107553,-118.291636,POINT (-118.291636 34.107553)
3963,204,N,Vermont / Fountain,34.095433,-118.291597,POINT (-118.291597 34.095433)
3964,180,E,Vermont / Franklin,34.105267,-118.291628,POINT (-118.291628 34.105267)
3964,217,N,Vermont / Franklin,34.105267,-118.291628,POINT (-118.291628 34.105267)
3968,204,N,Vermont / Lexington,34.093317,-118.29159,POINT (-118.29159 34.093317)
3969,204,S,Vermont / Lockwood,34.088887,-118.291882,POINT (-118.291882 34.088887)
3970,204,S,Vermont / Melrose,34.083795,-118.291861,POINT (-118.291861 34.083795)
3970,754,S,Vermont / Melrose,34.083795,-118.291861,POINT (-118.291861 34.083795)
3971,204,N,Vermont / Monroe,34.085518,-118.291563,POINT (-118.291563 34.085518)
3974,204,N,Vermont / Rosewood,34.078913,-118.291543,POINT (-118.291543 34.078913)
3976,206,S,Vermont / Sunset,34.098433,-118.291608,POINT (-118.291608 34.098433)
3976,754,N,Vermont / Sunset,34.098433,-118.291608,POINT (-118.291608 34.098433)
3976,217,S,Vermont / Sunset,34.098433,-118.291608,POINT (-118.291608 34.098433)
3985,207,N,Western / Beverly,34.076055,-118.308982,POINT (-118.308982 34.076055)
3986,207,N,Western / Elmwood,34.078438,-118.308998,POINT (-118.308998 34.078438)
3987,207,N,Western / Fountain,34.09476,-118.309064,POINT (-118.309064 34.09476)
3988,207,N,Western / Lemon Grove,34.086827,-118.308989,POINT (-118.308989 34.086827)
3990,207,N,Western / Maplewood,34.079757,-118.308993,POINT (-118.308993 34.079757)
3992,207,N,Western / Melrose,34.083906,-118.308978,POINT (-118.308978 34.083906)
3993,207,N,Western / Romaine,34.088778,-118.308999,POINT (-118.308999 34.088778)
3995,207,N,Western / Santa Monica,34.091388,-118.309012,POINT (-118.309012 34.091388)
3997,202,N,Elm / Willowbrook,33.900746,-118.224002,POINT (-118.224002 33.900746)
4000,202,N,Willowbrook / Rosecrans,33.903119,-118.224203,POINT (-118.224203 33.903119)
4006,617,W,National / Venice,34.029728,-118.388401,POINT (-118.388401 34.029728)
4007,487,E,New / Newby,34.081725,-118.108161,POINT (-118.108161 34.081725)
4018,166,W,Nordhoff / Shirley,34.235591,-118.557785,POINT (-118.557785 34.235591)
4019,166,W,Nordhoff / Amestoy,34.235913,-118.507228,POINT (-118.507228 34.235913)
4020,236,N,Balboa / Nordhoff,34.236029,-118.502382,POINT (-118.502382 34.236029)
4021,166,W,Nordhoff / Burnet,34.235634,-118.463537,POINT (-118.463537 34.235634)
4022,166,E,Nordhoff / Canoga,34.235331,-118.597837,POINT (-118.597837 34.235331)
4023,166,W,Nordhoff / Cedros,34.235566,-118.453392,POINT (-118.453392 34.235566)
4024,166,W,Nordhoff / De Soto,34.235592,-118.588862,POINT (-118.588862 34.235592)
4025,166,W,Nordhoff / Encino,34.235966,-118.51546,POINT (-118.51546 34.235966)
4026,166,W,Nordhoff / Etiwanda,34.235614,-118.532034,POINT (-118.532034 34.235614)
4026,167,W,Nordhoff / Etiwanda,34.235614,-118.532034,POINT (-118.532034 34.235614)
4027,166,W,Nordhoff / Eton,34.235591,-118.594285,POINT (-118.594285 34.235591)
4028,166,W,Nordhoff / Gloria,34.235738,-118.480547,POINT (-118.480547 34.235738)
4029,166,W,Nordhoff / Haskell,34.235721,-118.476659,POINT (-118.476659 34.235721)
4030,166,W,Nordhoff / Hayvenhurst,34.235829,-118.493633,POINT (-118.493633 34.235829)
4031,166,W,Nordhoff / Kester,34.235593,-118.457134,POINT (-118.457134 34.235593)
4032,166,E,Nordhoff / Lindley,34.235377,-118.52702,POINT (-118.52702 34.235377)
4032,237,E,Nordhoff / Lindley,34.235377,-118.52702,POINT (-118.52702 34.235377)
4032,167,E,Nordhoff / Lindley,34.235377,-118.52702,POINT (-118.52702 34.235377)
4033,166,W,Nordhoff / Louise,34.235941,-118.511589,POINT (-118.511589 34.235941)
4034,166,W,Nordhoff / Lurline,34.235608,-118.584045,POINT (-118.584045 34.235608)
4035,166,W,Nordhoff / Mason,34.231969,-118.580126,POINT (-118.580126 34.231969)
4036,166,W,Nordhoff / Noble,34.23562,-118.460877,POINT (-118.460877 34.23562)
4037,166,W,Nordhoff / Oakdale,34.231982,-118.566902,POINT (-118.566902 34.231982)
4037,242,S,Nordhoff / Oakdale,34.231982,-118.566902,POINT (-118.566902 34.231982)
4038,166,W,Nordhoff / Oso,34.23197,-118.575279,POINT (-118.575279 34.23197)
4040,166,W,Nordhoff / Petit,34.235855,-118.497987,POINT (-118.497987 34.235855)
4041,166,E,Nordhoff / Reseda,34.235372,-118.535755,POINT (-118.535755 34.235372)
4041,167,E,Nordhoff / Reseda,34.235372,-118.535755,POINT (-118.535755 34.235372)
4042,166,W,Nordhoff / Gothic,34.2358,-118.489785,POINT (-118.489785 34.2358)
4043,166,W,Nordhoff / Orion,34.235689,-118.472887,POINT (-118.472887 34.235689)
4044,166,E,Nordhoff / Sepulveda,34.235442,-118.467205,POINT (-118.467205 34.235442)
4045,166,W,Nordhoff / Sylmar,34.235521,-118.446117,POINT (-118.446117 34.235521)
4046,166,E,Nordhoff / Van Nuys,34.235296,-118.450496,POINT (-118.450496 34.235296)
4047,166,E,Nordhoff / Vanalden,34.235368,-118.548847,POINT (-118.548847 34.235368)
4048,166,W,Nordhoff / White Oak,34.236005,-118.519861,POINT (-118.519861 34.236005)
4049,166,E,Nordhoff / Wilbur,34.235382,-118.544496,POINT (-118.544496 34.235382)
4050,166,E,Nordhoff / Winnetka,34.231717,-118.570715,POINT (-118.570715 34.231717)
4050,242,N,Nordhoff / Winnetka,34.231717,-118.570715,POINT (-118.570715 34.231717)
4051,166,W,Nordhoff / Woodley,34.235769,-118.485381,POINT (-118.485381 34.235769)
4052,166,W,Nordhoff / Woodman,34.235444,-118.44023,POINT (-118.44023 34.235444)
4053,166,W,Nordhoff / Yolanda,34.235628,-118.54061,POINT (-118.54061 34.235628)
4054,166,W,Nordhoff / Zelzah,34.235805,-118.523489,POINT (-118.523489 34.235805)
4054,237,W,Nordhoff / Zelzah,34.235805,-118.523489,POINT (-118.523489 34.235805)
4054,167,W,Nordhoff / Zelzah,34.235805,-118.523489,POINT (-118.523489 34.235805)
4055,206,N,Normandie / Imperial,33.93124,-118.300164,POINT (-118.300164 33.93124)
4056,206,N,Normandie / 1st,34.073049,-118.30026,POINT (-118.30026 34.073049)
4057,206,N,Normandie / Martin Luther King Jr,34.010646,-118.300046,POINT (-118.300046 34.010646)
4058,206,N,Normandie / Monroe,34.085453,-118.300334,POINT (-118.300334 34.085453)
4059,206,N,Normandie / 48th,33.999976,-118.300051,POINT (-118.300051 33.999976)
4060,206,N,Normandie / 108th,33.938022,-118.300185,POINT (-118.300185 33.938022)
4066,62,N,Norwalk / Civic Center,33.914405,-118.072406,POINT (-118.072406 33.914405)
4067,62,S,Norwalk / Imperial,33.916853,-118.072741,POINT (-118.072741 33.916853)
4071,92,N,Edgeware / Boston,34.067365,-118.254066,POINT (-118.254066 34.067365)
4074,62,S,Norwalk / Florence,33.935065,-118.072822,POINT (-118.072822 33.935065)
4077,62,S,Norwalk / Lakeland,33.931839,-118.072836,POINT (-118.072836 33.931839)
4078,62,S,Norwalk / Telegraph,33.94171,-118.072841,POINT (-118.072841 33.94171)
4078,120,W,Norwalk / Telegraph,33.94171,-118.072841,POINT (-118.072841 33.94171)
4079,62,S,Norwalk / Tina,33.925684,-118.072788,POINT (-118.072788 33.925684)
4084,177,S,Oak Grove / Foothill,34.194751,-118.177607,POINT (-118.177607 34.194751)
4092,134,E,Ocean / Colorado,34.011368,-118.494612,POINT (-118.494612 34.011368)
4099,237,E,Chatsworth / Louise,34.264714,-118.510659,POINT (-118.510659 34.264714)
4101,222,S,Odin / Fairfield,34.110219,-118.335151,POINT (-118.335151 34.110219)
4101,224,N,Odin / Fairfield,34.110219,-118.335151,POINT (-118.335151 34.110219)
4105,14,N,Olive / General Thaddeus Kosciuszko,34.053042,-118.249358,POINT (-118.249358 34.053042)
4105,487,E,Olive / General Thaddeus Kosciuszko,34.053042,-118.249358,POINT (-118.249358 34.053042)
4105,78,E,Olive / General Thaddeus Kosciuszko,34.053042,-118.249358,POINT (-118.249358 34.053042)
4105,76,E,Olive / General Thaddeus Kosciuszko,34.053042,-118.249358,POINT (-118.249358 34.053042)
4105,60,N,Olive / General Thaddeus Kosciuszko,34.053042,-118.249358,POINT (-118.249358 34.053042)
4107,92,N,Olive / San Fernando,34.181055,-118.308676,POINT (-118.308676 34.181055)
4107,155,N,Olive / San Fernando,34.181055,-118.308676,POINT (-118.308676 34.181055)
4110,224,N,Olive View / Bledsoe,34.324614,-118.444583,POINT (-118.444583 34.324614)
4112,224,N,Olive View Medical Center,34.324494,-118.446533,POINT (-118.446533 34.324494)
4117,66,E,Olympic / Central,34.031755,-118.244017,POINT (-118.244017 34.031755)
4120,28,E,Olympic / Muirfield,34.05617,-118.331567,POINT (-118.331567 34.05617)
4123,28,E,Olympic / Century Park East,34.05852,-118.411658,POINT (-118.411658 34.05852)
4127,28,E,Olympic / Doheny,34.059266,-118.389571,POINT (-118.389571 34.059266)
4128,28,E,Olympic / La Peer,34.059265,-118.386481,POINT (-118.386481 34.059265)
4130,28,E,Olympic / Rexford,34.05927,-118.393629,POINT (-118.393629 34.05927)
4131,28,E,Olympic / Roxbury,34.059636,-118.405787,POINT (-118.405787 34.059636)
4132,28,E,Olympic / Spalding,34.059592,-118.408412,POINT (-118.408412 34.059592)
4133,460,E,Orangethorpe / East Entry Park & Ride,33.859017,-117.978801,POINT (-117.978801 33.859017)
4133,460,W,Orangethorpe / East Entry Park & Ride,33.859017,-117.978801,POINT (-117.978801 33.859017)
4135,96,N,Ord / Broadway,34.060337,-118.239059,POINT (-118.239059 34.060337)
4136,166,W,12411 Osborne,34.260297,-118.402914,POINT (-118.402914 34.260297)
4137,28,E,Olympic / Crenshaw,34.054367,-118.322527,POINT (-118.322527 34.054367)
4138,166,W,Osborne / Arleta,34.242268,-118.426048,POINT (-118.426048 34.242268)
4139,166,W,Osborne / Beachy,34.239604,-118.429694,POINT (-118.429694 34.239604)
4140,166,W,Osborne / Bradley,34.257183,-118.405616,POINT (-118.405616 34.257183)
4141,166,W,Osborne / Canterbury,34.237483,-118.432618,POINT (-118.432618 34.237483)
4142,92,S,Glenoaks / Osborne Pl,34.261577,-118.398839,POINT (-118.398839 34.261577)
4142,166,E,Glenoaks / Osborne Pl,34.261577,-118.398839,POINT (-118.398839 34.261577)
4143,166,E,Osborne / Glenoaks,34.264293,-118.401831,POINT (-118.401831 34.264293)
4144,166,W,Osborne / Golden State Fwy,34.244033,-118.423632,POINT (-118.423632 34.244033)
4145,166,E,Osborne / Gullo,34.235678,-118.434637,POINT (-118.434637 34.235678)
4146,166,W,Osborne / Haddon,34.249458,-118.416191,POINT (-118.416191 34.249458)
4147,166,E,Osborne / Laurel Canyon,34.246964,-118.41915,POINT (-118.41915 34.246964)
4148,166,W,Osborne / San Fernando,34.254096,-118.409827,POINT (-118.409827 34.254096)
4149,166,W,Osborne / Telfair,34.251849,-118.41291,POINT (-118.41291 34.251849)
4154,28,E,Olympic / Western,34.052518,-118.308803,POINT (-118.308803 34.052518)
4155,28,E,Olympic / Normandie,34.052505,-118.299741,POINT (-118.299741 34.052505)
4159,28,E,Olympic / Vermont,34.052366,-118.291408,POINT (-118.291408 34.052366)
4161,102,E,Overhill / Slauson,33.989091,-118.353928,POINT (-118.353928 33.989091)
4161,212,N,Overhill / Slauson,33.989091,-118.353928,POINT (-118.353928 33.989091)
4162,102,W,Overhill / Northridge,33.994055,-118.355288,POINT (-118.355288 33.994055)
4162,212,S,Overhill / Northridge,33.994055,-118.355288,POINT (-118.355288 33.994055)
4163,102,E,Overhill / La Brea,33.996958,-118.357633,POINT (-118.357633 33.996958)
4163,212,N,Overhill / La Brea,33.996958,-118.357633,POINT (-118.357633 33.996958)
4165,28,E,Olympic / Alvarado,34.05152,-118.279685,POINT (-118.279685 34.05152)
4169,28,E,Olympic / Union,34.048996,-118.274045,POINT (-118.274045 34.048996)
4170,28,E,Olympic / Figueroa,34.04479,-118.263831,POINT (-118.263831 34.04479)
4171,154,E,Oxnard / Bellaire,34.179324,-118.409539,POINT (-118.409539 34.179324)
4173,161,W,Canoga / Oxnard,34.178846,-118.597598,POINT (-118.597598 34.178846)
4174,154,W,Oxnard / Cedros,34.179502,-118.452903,POINT (-118.452903 34.179502)
4176,154,E,Oxnard / Coldwater Canyon,34.179326,-118.41394,POINT (-118.41394 34.179326)
4177,154,E,Oxnard / Colfax,34.179338,-118.387909,POINT (-118.387909 34.179338)
